facet_id,facet_name,facet_name_raw,category,polarity,eval_difficulty,required_context_turns,prompt_template_id,is_observable,score_min,score_max
F0292,Attachment style: Secure,Attachment style: Secure,general,positive,hard,5,general_hard,False,-2,2
F0293,Intelligence Quotient (IQ),Intelligence Quotient (IQ),cognitive,positive,medium,3,cognitive_medium,False,-2,2
F0294,Blog-subscriber count,Blog-subscriber count,general,positive,easy,1,general_easy,False,-2,2
F0295,Non-Verbal Communication Skills,Non-Verbal Communication Skills,linguistic,positive,medium,3,linguistic_medium,True,-2,2
F0296,Drug-use history,Drug-use history,safety,positive,hard,5,safety_hard,False,-2,2
F0297,Commute time/day,Commute time/day,general,positive,medium,3,general_medium,False,-2,2
F0298,Decision-making speed,Decision-making speed,cognitive,positive,medium,3,cognitive_medium,False,-2,2
F0299,Psychological construct: Excuse-Making tendency,Psychological construct: Excuse-Making tendency,cognitive,positive,medium,3,cognitive_medium,False,-2,2
F0300,Peer-to-peer lending usage,Peer-to-peer lending usage,social,positive,medium,3,social_medium,False,-2,2
F0301,Psychological construct: Eye-Contact avoidance score,Psychological construct: Eye-Contact avoidance score,cognitive,positive,easy,1,cognitive_easy,False,-2,2
F0302,Social-cognition variable: Faux Pas Recognition accuracy,Social-cognition variable: Faux Pas Recognition accuracy,social,positive,medium,3,social_medium,False,-2,2
F0303,Conscientiousness (C),Conscientiousness (C):,personality,positive,medium,3,personality_medium,False,-2,2
F0304,Use of Nature as a Stress Reliever,Use of Nature as a Stress Reliever,general,positive,medium,3,general_medium,False,-2,2
F0305,Attitude toward learning,Attitude toward learning,general,positive,medium,3,general_medium,False,-2,2
F0306,Conscientiousness Facets,Conscientiousness Facets:,personality,positive,medium,3,personality_medium,False,-2,2
F0307,Honesty-humility trait score,Honesty-humility trait score,general,positive,easy,1,general_easy,False,-2,2
F0308,Digital-nomad months,Digital-nomad months,general,positive,medium,3,general_medium,False,-2,2
F0309,Religious coping – Negative,516. Religious coping – Negative,spiritual,positive,medium,3,spiritual_medium,False,-2,2
F0310,Snacking Behavior,Snacking Behavior,behavioral,positive,medium,3,behavioral_medium,False,-2,2
F0311,Aura-color perception,Aura-color perception,general,positive,hard,5,general_hard,False,-2,2
F0312,Sacred text engagement: Zohar (Kabbalah) study hours,638. Sacred text engagement: Zohar (Kabbalah) study hours,spiritual,positive,easy,1,spiritual_easy,False,-2,2
F0313,Motivational Drivers,Motivational Drivers:,general,positive,medium,3,general_medium,False,-2,2
F0314,Cloud-backup frequency,Cloud-backup frequency,behavioral,positive,easy,1,behavioral_easy,False,-2,2
F0315,Learning Style,Learning Style,general,positive,hard,5,general_hard,False,-2,2
F0316,Islamic practice: Seerah study hours,872. Islamic practice: Seerah study hours,spiritual,positive,easy,1,spiritual_easy,False,-2,2
F0317,Safety compliance,Safety compliance,general,positive,medium,3,general_medium,False,-2,2
F0318,Sensationalism,Sensationalism,general,positive,medium,3,general_medium,False,-2,2
F0319,Nationality,Nationality,general,positive,medium,3,general_medium,False,-2,2
F0320,Drollness,Drollness,general,positive,medium,3,general_medium,False,-2,2
F0321,Cooperation,Cooperation,social,positive,medium,3,social_medium,False,-2,2
F0322,Breakfast-skipping frequency,Breakfast-skipping frequency,behavioral,positive,easy,1,behavioral_easy,False,-2,2
F0323,Sikh spiritual metric: Kirtan participation frequency,922. Sikh spiritual metric: Kirtan participation frequency,spiritual,positive,easy,1,spiritual_easy,False,-2,2
F0324,Impulsivity,Impulsivity,personality,negative,medium,3,personality_medium,False,-2,2
F0325,Museum visits/year,Museum visits/year,general,positive,medium,3,general_medium,False,-2,2
F0326,Choir participation years,Choir participation years,general,positive,medium,3,general_medium,False,-2,2
F0327,Delegation Ability,Delegation Ability,professional,positive,medium,3,professional_medium,False,-2,2
F0328,Kabbalah sephira balance: Tiferet,788. Kabbalah sephira balance: Tiferet,spiritual,positive,medium,3,spiritual_medium,False,-2,2
F0329,Desire to influence others,Desire to influence others,general,positive,medium,3,general_medium,False,-2,2
F0330,Vivacity,Vivacity,general,positive,medium,3,general_medium,False,-2,2
F0331,Genialness,Genialness,general,positive,medium,3,general_medium,False,-2,2
F0332,Cognitive measure: Working Memory Index,Cognitive measure: Working Memory Index,cognitive,positive,medium,3,cognitive_medium,False,-2,2
F0333,Ethical practices,Ethical practices,general,positive,medium,3,general_medium,False,-2,2
F0334,New-Age spiritual metric: Channeling sessions / year,945. New-Age spiritual metric: Channeling sessions / year,spiritual,positive,hard,5,spiritual_hard,False,-2,2
F0335,Civility,Civility,social,positive,medium,3,social_medium,False,-2,2
F0336,Sleep Apnea,Sleep Apnea,health,positive,medium,3,health_medium,False,-2,2
F0337,Classiness,Classiness,general,positive,medium,3,general_medium,False,-2,2
F0338,Control over situations,Control over situations,general,positive,medium,3,general_medium,False,-2,2
F0339,Time outdoors/day (h),Time outdoors/day (h),general,positive,medium,3,general_medium,False,-2,2
F0340,Effeteness,Effeteness,general,positive,medium,3,general_medium,False,-2,2
F0341,Polygenic risk: cardiovascular disease,Polygenic risk: cardiovascular disease,safety,positive,medium,3,safety_medium,False,-2,2
F0342,Psychological construct: Identity Diffusion level,Psychological construct: Identity Diffusion level,cognitive,positive,easy,1,cognitive_easy,False,-2,2
F0343,Learning through movement,Learning through movement,general,positive,medium,3,general_medium,False,-2,2
F0344,Caffeine sensitivity gene,Caffeine sensitivity gene,health,positive,medium,3,health_medium,False,-2,2
F0345,Hatefulness,Hatefulness,general,negative,medium,3,general_medium,False,-2,2
F0346,Persistence,Persistence:,general,positive,medium,3,general_medium,False,-2,2
F0347,Psychological construct: Perfectionistic Strivings,Psychological construct: Perfectionistic Strivings,cognitive,positive,medium,3,cognitive_medium,False,-2,2
F0348,Wake-time consistency,Wake-time consistency,general,positive,medium,3,general_medium,False,-2,2
F0349,Numerical Reasoning,Numerical Reasoning:,cognitive,positive,medium,3,cognitive_medium,False,-2,2
F0350,Social-cognition variable: Mentalizing network activation,Social-cognition variable: Mentalizing network activation,social,positive,medium,3,social_medium,False,-2,2
F0351,Patriotism,Patriotism,general,positive,medium,3,general_medium,False,-2,2
F0352,Leadership Styles,Leadership Styles:,social,positive,hard,5,social_hard,False,-2,2
F0353,Servility,Servility,general,positive,medium,3,general_medium,False,-2,2
F0354,I Ching hexagram 24 resonance level,742. I Ching hexagram 24 resonance level,general,positive,easy,1,general_easy,False,-2,2
F0355,Enneagram Personality Types,Enneagram Personality Types:,personality,positive,medium,3,personality_medium,False,-2,2
F0356,Stress Recovery Ability,Stress Recovery Ability,general,positive,medium,3,general_medium,False,-2,2
F0357,Troubleshooting technical issues,Troubleshooting technical issues,general,positive,medium,3,general_medium,False,-2,2
F0358,Defense-mechanism tendency: Introjection,Defense-mechanism tendency: Introjection,general,positive,medium,3,general_medium,False,-2,2
F0359,Irritability,Irritability,emotional,positive,medium,3,emotional_medium,False,-2,2
F0360,Travel-companions diversity,Travel-companions diversity,general,positive,medium,3,general_medium,False,-2,2
F0361,Sacred text engagement: Quran surahs memorized,627. Sacred text engagement: Quran surahs memorized,spiritual,positive,medium,3,spiritual_medium,False,-2,2
F0362,Trust in others,Trust in others,social,positive,medium,3,social_medium,False,-2,2
F0363,Gamified-finance-app usage,Gamified-finance-app usage,general,positive,medium,3,general_medium,False,-2,2
F0364,Buddhist practice: Eightfold Path – Right Intention level,823. Buddhist practice: Eightfold Path – Right Intention level,spiritual,positive,easy,1,spiritual_easy,False,-2,2
F0365,Caffeine intake (mg/day),Caffeine intake (mg/day),health,positive,medium,3,health_medium,False,-2,2
F0366,Comfort with Vulnerability,Comfort with Vulnerability,general,positive,medium,3,general_medium,False,-2,2
F0367,Anticipativeness,Anticipativeness,general,positive,medium,3,general_medium,False,-2,2
F0368,Avoiding,Avoiding:,general,positive,medium,3,general_medium,False,-2,2
F0369,Home-security-system presence,Home-security-system presence,general,positive,medium,3,general_medium,False,-2,2
F0370,HEXACO domain: Honesty-Humility,HEXACO domain: Honesty-Humility,personality,positive,medium,3,personality_medium,False,-2,2
F0371,Eating Habits (Home-Cooked vs. Eating Out),Eating Habits (Home-Cooked vs. Eating Out),behavioral,positive,medium,3,behavioral_medium,False,-2,2
F0372,Decision-Making Confidence,Decision-Making Confidence,cognitive,positive,medium,3,cognitive_medium,False,-2,2
F0373,Alignment with societal roles,Alignment with societal roles,general,positive,medium,3,general_medium,False,-2,2
F0374,Connectedness: Belief in interconnections,Connectedness: Belief in interconnections,general,positive,medium,3,general_medium,False,-2,2
F0375,Quirkiness,Quirkiness,general,positive,medium,3,general_medium,False,-2,2
F0376,Creative resilience,Creative resilience,general,positive,medium,3,general_medium,False,-2,2
F0377,Rapid cognitive processing,Rapid cognitive processing,cognitive,positive,medium,3,cognitive_medium,False,-2,2
F0378,Cordiality,Cordiality,general,positive,medium,3,general_medium,False,-2,2
F0379,Types of Mindfulness Techniques Used,Types of Mindfulness Techniques Used,cognitive,positive,medium,3,cognitive_medium,False,-2,2
F0380,Economic reasoning,Economic reasoning,cognitive,positive,medium,3,cognitive_medium,False,-2,2
F0381,Conformity,Conformity,general,positive,medium,3,general_medium,False,-2,2
F0382,Pet-enrichment activities count,Pet-enrichment activities count,general,positive,easy,1,general_easy,False,-2,2
F0383,Aestheticism,Aestheticism,general,positive,medium,3,general_medium,False,-2,2
F0384,Type of Support Preferred (Emotional vs. Practical),Type of Support Preferred (Emotional vs. Practical),emotional,positive,medium,3,emotional_medium,False,-2,2
F0385,Mental Arithmetic Speed,Mental Arithmetic Speed,cognitive,positive,medium,3,cognitive_medium,False,-2,2
F0386,Patience: Resistance to anger,Patience: Resistance to anger,emotional,positive,medium,3,emotional_medium,False,-2,2
F0387,Flawlessness,Flawlessness,general,positive,medium,3,general_medium,False,-2,2
F0388,Self-Efficacy,Self-Efficacy,general,positive,medium,3,general_medium,False,-2,2
F0389,Computer Skills,Computer Skills:,professional,positive,medium,3,professional_medium,False,-2,2
F0390,Jewish spiritual metric: Shabbat candle-lighting consistency,899. Jewish spiritual metric: Shabbat candle-lighting consistency,spiritual,positive,hard,5,spiritual_hard,False,-2,2
F0391,Spelling Accuracy,Spelling Accuracy,linguistic,positive,medium,3,linguistic_medium,True,-2,2
F0392,Sufi practice: Dhikr repetitions / day,793. Sufi practice: Dhikr repetitions / day,spiritual,positive,medium,3,spiritual_medium,False,-2,2
F0393,Peacefulness,Peacefulness,general,positive,medium,3,general_medium,False,-2,2
F0394,Doggedness,Doggedness,general,positive,medium,3,general_medium,False,-2,2
F0395,Decency,Decency,general,positive,medium,3,general_medium,False,-2,2
F0396,Processed-food frequency,Processed-food frequency,behavioral,positive,easy,1,behavioral_easy,False,-2,2
